"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
4705,EP,049-758-552-791-558,2018-09-19,EP 12817644 A,2012-07-23,"COMPOSITION FOR POLYURETHANE FOAM, PREPARATION FOR POLYURETHANE FOAM, POLYMER POLYOL PREPARATION FOR POLYURETHANE FOAM, METHODS FOR PRODUCING THESE, AND POLYURETHANE FOAM",MITSUI CHEMICALS INC,,11,0,C08L71/02;;C08G18/3206;;C08G18/3271;;C08G18/4072;;C08G18/4841;;C08G18/632;;C08G18/667;;C08G18/6677;;C08G18/7621;;C08G18/7664;;C08G65/2675;;C08G2110/0008;;C08G2110/0083;;C08J9/0023;;C08J9/0028;;C08J9/0033;;C08J9/0038;;C08J9/0061;;C08J9/02;;C08J9/122;;C08J9/38;;C08J2201/022;;C08J2203/06;;C08J2203/08;;C08J2205/05;;C08J2205/06;;C08J2375/08;;C08J2425/12;;C08J2433/20;;C08K5/5399;;C08G18/3203;;C08G18/14;;C08G18/3206;;C08G18/3271;;C08G18/4072;;C08G18/4841;;C08G18/632;;C08G18/667;;C08G18/6677;;C08G18/7621;;C08G18/7664;;C08G65/2675;;C08G2110/0008;;C08G2110/0083;;C08J9/0023;;C08J9/0028;;C08J9/0033;;C08J9/0038;;C08J9/0061;;C08J9/02;;C08J9/122;;C08J9/38;;C08J2201/022;;C08J2203/06;;C08J2203/08;;C08J2205/05;;C08J2205/06;;C08J2375/08;;C08J2425/12;;C08J2433/20;;C08L71/02,C08L71/02;;C08G18/32;;C08G18/40;;C08G18/48;;C08G18/63;;C08G18/66;;C08G18/76;;C08G65/26;;C08G101/00;;C08J9/00;;C08J9/02;;C08J9/12;;C08J9/38;;C08K5/09;;C08K5/13;;C08K5/5399;;C08L101/00,
4706,EP,092-638-853-327-233,2009-02-18,EP 02702868 A,2002-03-11,OPTICAL PARTS AND SULFUR-CONTAINING POLY(THIO)ESTER (CO)POLYMER,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2008-12-17)",2,0,G02B1/04;;C08G63/6886;;C08G75/26;;C08L81/00,C08G63/688;;C08G75/26;;C08L67/02;;C08L81/00;;G02B1/04,
4707,EP,186-839-191-715-964,2001-10-04,EP 00964684 A,2000-10-05,"Metallocenes, their preparation, olefin polymerisation catalysts and a process for producing polyolefins",MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2004-12-01)",0,34,C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F110/06;;C08F2420/09;;Y10S526/943;;C07F7/08;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F110/06;;Y10S526/943,C07F17/00;;C08F4/64;;C08F4/659;;C08F4/6592;;C08F10/00;;C08F110/06,
4708,EP,097-993-398-353-795,2001-11-21,EP 96929563 A,1996-09-09,ADHESIVE ETHYLENIC POLYMER RESIN COMPOSITION AND LAMINATE PRODUCED FROM THE COMPOSITION,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (1998-05-27)",5,5,B32B7/12;;B29K2027/08;;B32B27/08;;C08F210/16;;C08F255/00;;C08F255/02;;C08L2666/02;;C09J151/06;;Y10T428/2891;;Y10T428/31692;;Y10T428/31743;;Y10T428/31746;;Y10T428/31797;;Y10T428/31909;;Y10T428/31913;;Y10T428/31928;;C08L23/08;;B32B27/32;;C08L51/06;;C09J151/06;;B32B7/12;;B29K2027/08;;B32B27/08;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/36;;B32B27/365;;C08F210/16;;C08F255/00;;C08F255/02;;C08L2666/02;;C09J151/06;;Y10T428/2891;;Y10T428/31692;;Y10T428/31743;;Y10T428/31746;;Y10T428/31797;;Y10T428/31909;;Y10T428/31913;;Y10T428/31928,B32B7/12;;B32B27/08;;C08F4/64;;C08F210/16;;C08F255/00;;C08F255/02;;C09J151/06,
4709,EP,192-039-541-949-755,2025-01-01,EP 23760189 A,2023-02-27,OPTICAL MEMBER PRODUCTION METHOD AND OPTICAL MEMBER,MITSUI CHEMICALS INC,,0,0,B29C33/38;;B29C39/02;;B29C39/24;;B29C39/26;;G02B3/00;;G02C7/00;;G02C7/02;;C08G18/242;;C08G18/3876;;C08G18/758;;C08G18/4841;;C08G18/6666;;B29D11/00442;;B29D11/00413;;B29D11/0048;;B29D11/0073;;B29D11/00653;;G02B1/041;;B29D11/00413;;B29D11/0048;;B29D11/00442;;B29C33/38;;B29C39/02;;B29C39/24;;B29C39/26;;B29C35/02;;C08G18/38;;G02B3/00;;G02B1/04;;G02C7/02,B29C39/02;;B29C33/38;;B29C39/24;;B29C39/26;;C08G18/38;;G02B1/04;;G02B3/00;;G02C7/00,
4710,EP,166-010-288-967-439,2023-07-05,EP 21861653 A,2021-08-26,ESTER COMPOUND,MITSUI CHEMICALS INC,,0,0,C07C69/92;;C07C69/75;;C07C69/76;;C07C69/78;;C07D307/68;;C07D493/08;;C07D333/38;;C07D487/08;;C07C69/28;;C07C2601/14;;C07C2603/72;;C07C2603/66;;C07C2603/88;;C07C2603/90;;C07C2603/94;;C07C2603/78;;C07C2603/30;;C07C2603/36;;C07C2603/16;;C07C2603/18;;C07C2603/24;;C07C2603/91;;C07C229/54;;C07C69/34;;C07C69/75;;C07C69/78;;C07C229/64;;C07D209/02;;C07D307/77;;C07D409/12;;C07D413/12,C07C229/60;;C07C69/24;;C07C69/75;;C07C69/76;;C07C69/78;;C07C69/92;;C07D307/68;;C07D317/36;;C07D333/38;;C07D493/08,
4711,US,194-387-170-571-143,2024-01-25,US 202118022470 A,2021-08-26,ESTER COMPOUND,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2022-12-22),0,0,C07C69/92;;C07C69/75;;C07C69/76;;C07C69/78;;C07D307/68;;C07D493/08;;C07D333/38;;C07D487/08;;C07C69/28;;C07C2601/14;;C07C2603/72;;C07C2603/66;;C07C2603/88;;C07C2603/90;;C07C2603/94;;C07C2603/78;;C07C2603/30;;C07C2603/36;;C07C2603/16;;C07C2603/18;;C07C2603/24;;C07C2603/91;;C07C229/54;;C07C69/34;;C07C69/75;;C07C69/78;;C07C229/64;;C07D209/02;;C07D307/77;;C07D409/12;;C07D413/12,C07C69/78;;C07C69/34;;C07C69/75;;C07C229/64;;C07D209/02;;C07D307/77;;C07D409/12;;C07D413/12,
4712,EP,165-011-910-218-365,2010-12-15,EP 09773196 A,2009-07-03,"POLARIZING DIFFUSION FILM, METHOD FOR PRODUCING POLARIZING DIFFUSION FILM, AND LIQUID CRYSTAL DISPLAY DEVICE COMPRISING POLARIZING DIFFUSION FILM",MITSUI CHEMICALS INC,,0,0,G02F1/13362;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133536;;G02F2201/50;;G02B5/30;;G02B5/02;;G02F1/1335;;G02B5/3083;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00788;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133528;;G02F1/133536;;G02F1/13362;;G02F2201/50,G02F1/13357;;G02B5/02;;G02B5/30;;G02F1/1335,
4713,US,029-776-083-707-563,2009-10-13,US 79110405 A,2005-11-18,"Ethylene-based polymer microparticles, functional group-containing ethylene-based polymer microparticles, and catalyst carriers for manufacture thereof",MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2007-01-11),26,8,C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938;;C08F10/02;;C08F4/658;;C08J3/12;;C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938,C08F4/10;;C08F4/12;;C08F4/16,428/402;;428/523;;526/90;;526/102;;526/123.1
4714,EP,066-111-602-159-235,1998-06-17,EP 95103190 A,1995-03-06,Polymer composition and core-shell elastomer used therefor,MITSUI CHEMICALS INC;;HOECHST AG,"HOECHST AKTIENGESELLSCHAFT (1998-03-18);;MITSUI CHEMICALS, INC.;TICONA GMBH (2001-06-01);;MITSUI CHEMICALS, INC. (1998-03-18)",3,0,C08G61/08;;C08F285/00;;C08L45/00;;C08L51/04;;Y10S525/902;;C08L23/18;;C08F285/00;;C08L9/06;;C08L23/26;;C08L51/04;;C08G61/08;;C08F285/00;;C08L45/00;;C08L51/04;;Y10S525/902,C08F285/00;;C08G61/08;;C08L45/00;;C08L51/04,
4715,EP,006-359-675-661-181,2016-12-14,EP 15746385 A,2015-02-05,POLYMERIZABLE COMPOSITION FOR OPTICAL MATERIAL AND OPTICAL MATERIAL,MITSUI CHEMICALS INC,,0,3,C08G18/722;;C08G18/092;;C08G18/244;;C08G18/3876;;C08G18/725;;C08G18/73;;C08G18/758;;C08G18/792;;G02B1/041;;C08G18/73;;C08G18/168;;C08G18/244;;C08G18/3876;;C08G18/722;;C08G18/758;;C08K5/37;;C08L75/04;;G02B1/041;;G02C7/02;;C08G18/722;;B29C45/0001;;B29C45/0053;;B29D11/00009;;B29L2011/0016;;C08G18/092;;C08G18/244;;C08G18/3876;;C08G18/725;;C08G18/73;;C08G18/755;;C08G18/758;;C08G18/792;;C08J5/00;;C08J2375/04;;G02B1/041,C08G18/73;;C08G18/38;;G02B1/04;;G02C7/02;;G02C7/10,
4716,EP,071-207-630-081-516,2022-07-06,EP 16841939 A,2016-09-01,"SHOCK-ABSORBING MEMBER, SHOCK-ABSORBING MEMBER FOR AUTOMATIC MOVEMENT DEVICE FOR PAINTING, AUTOMATIC MOVEMENT DEVICE WITH SHOCK-ABSORBING MEMBER, AND AUTOMATIC MOVEMENT DEVICE FOR PAINTING WITH SHOCK-ABSORBING MEMBER",MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2023-05-03)",9,0,B32B27/40;;C08J9/34;;B32B5/18;;C08G18/00;;C08J9/365;;C08J2207/04;;C08J2375/04;;C08J2475/04;;B32B27/40;;B32B5/18;;B32B5/32;;B32B27/065;;B32B2250/02;;B32B2553/02;;C08G18/00;;C08J9/34;;C08J9/365;;C08J2207/04;;C08J2375/04;;C08J2475/04;;C08L75/04;;C08L2203/14;;C08L2205/025;;C09D175/04,C08G18/00;;B32B5/18;;B32B27/40;;C08G101/00;;C08J9/34;;C08J9/36,
4717,EP,082-940-638-607-210,2010-08-18,EP 05806611 A,2005-11-18,"ETHYLENE POLYMER FINE PARTICLES, FUNCTIONAL GROUP-CONTAINING ETHYLENE POLYMER FINE PARTICLES, AND CATALYST CARRIER FOR PRODUCTION THEREOF",MITSUI CHEMICALS INC,,11,0,C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938;;C08F10/02;;C08F4/658;;C08J3/12;;C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938,C08F4/655;;C08F4/64,
4718,EP,163-707-000-869-890,2007-09-05,EP 05806611 A,2005-11-18,"ETHYLENE POLYMER FINE PARTICLES, FUNCTIONAL GROUP-CONTAINING ETHYLENE POLYMER FINE PARTICLES, AND CATALYST CARRIER FOR PRODUCTION THEREOF",MITSUI CHEMICALS INC,,0,4,C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938;;C08F10/02;;C08F4/658;;C08J3/12;;C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938,C08F4/655;;C08F4/64,
4719,EP,115-706-531-604-909,2013-05-15,EP 09773196 A,2009-07-03,"POLARIZING DIFFUSION FILM, METHOD FOR PRODUCING POLARIZING DIFFUSION FILM, AND LIQUID CRYSTAL DISPLAY DEVICE COMPRISING POLARIZING DIFFUSION FILM",MITSUI CHEMICALS INC,,6,0,G02F1/13362;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133536;;G02F2201/50;;G02B5/30;;G02B5/02;;G02F1/1335;;G02B5/3083;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00788;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133528;;G02F1/133536;;G02F1/13362;;G02F2201/50,G02F1/13357;;G02B5/02;;G02B5/30;;G02F1/1335,
4720,US,025-446-013-547-157,2008-02-21,US 79110405 A,2005-11-18,"Ethylene-Based Polymer Microparticles, Functional Group-Containing Ethylene-Based Polymer Microparticles,and Catalyst Carriers for Manufacture Thereof",MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2007-01-11),14,3,C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938;;C08F10/02;;C08F4/658;;C08J3/12;;C08F10/02;;C08F10/00;;C08F110/02;;Y10T428/2982;;Y10T428/31938,C08F10/02,428/402
4721,US,163-619-148-964-915,2003-12-02,US 68443500 A,2000-10-10,Adhesive ethylene copolymer resin compositions and laminates using the same,MITSUI CHEMICALS INC,,9,33,B32B7/12;;B29K2027/08;;B32B27/08;;C08F210/16;;C08F255/00;;C08F255/02;;C08L2666/02;;C09J151/06;;Y10T428/2891;;Y10T428/31692;;Y10T428/31743;;Y10T428/31746;;Y10T428/31797;;Y10T428/31909;;Y10T428/31913;;Y10T428/31928;;C08L23/08;;B32B27/32;;C08L51/06;;C09J151/06;;B32B7/12;;B29K2027/08;;B32B27/08;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/36;;B32B27/365;;C08F210/16;;C08F255/00;;C08F255/02;;C08L2666/02;;C09J151/06;;Y10T428/2891;;Y10T428/31692;;Y10T428/31743;;Y10T428/31746;;Y10T428/31797;;Y10T428/31909;;Y10T428/31913;;Y10T428/31928,B32B7/12;;B32B27/08;;C08F4/64;;C08F210/16;;C08F255/00;;C08F255/02;;C09J151/06,428/483;;428/476.1;;428/516;;428/520;;525/64;;525/65;;525/66
4722,US,059-817-796-106-692,2017-01-12,US 201515114232 A,2015-02-05,POLYMERIZABLE COMPOSITION FOR OPTICAL MATERIAL AND OPTICAL MATERIAL,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2016-04-25),7,9,C08G18/722;;C08G18/092;;C08G18/244;;C08G18/3876;;C08G18/725;;C08G18/73;;C08G18/758;;C08G18/792;;G02B1/041;;C08G18/73;;C08G18/168;;C08G18/244;;C08G18/3876;;C08G18/722;;C08G18/758;;C08K5/37;;C08L75/04;;G02B1/041;;G02C7/02;;C08G18/722;;B29C45/0001;;B29C45/0053;;B29D11/00009;;B29L2011/0016;;C08G18/092;;C08G18/244;;C08G18/3876;;C08G18/725;;C08G18/73;;C08G18/755;;C08G18/758;;C08G18/792;;C08J5/00;;C08J2375/04;;G02B1/041,C08G18/72;;B29C45/00;;B29D11/00;;C08G18/24;;C08G18/38;;C08G18/73;;C08G18/75;;C08J5/00;;G02B1/04,
4723,US,103-853-606-765-630,2005-04-07,US 93087404 A,2004-09-01,"Hydrocarbon compounds, materials for organic electroluminescent elements and organic electroluminescent elements",MITSUI CHEMICALS INC,IDEMITSU KOSAN CO. LTD (2016-01-28),4,16,C07C13/567;;C07C25/22;;C07C43/21;;C07C211/50;;C07C211/54;;C07C211/61;;C07D213/06;;C07D215/12;;C07D333/18;;C09K11/06;;C09K2211/1007;;C09K2211/1011;;C09K2211/1014;;C09K2211/1029;;C09K2211/1092;;H05B33/14;;H05B33/20;;Y10S428/917;;C07C2603/18;;C07C2603/24;;H10K85/626;;H10K85/633;;H10K85/631;;H10K85/324;;H10K50/11;;C09K11/06;;H05B33/14;;C07C25/22;;C07C211/54;;C09K2211/1007;;C09K2211/1011;;C09K2211/1014;;C09K2211/1029;;Y10S428/917;;H10K85/654;;C07D213/06;;C07D215/12;;H05B33/20;;C07C13/567;;C07C25/22;;C07C43/21;;C09K2211/1014;;C07C211/50;;C09K2211/1011;;H05B33/14;;C07D333/18;;C09K2211/1092;;C07C211/61;;C07C211/54;;C09K2211/1007;;C09K11/06;;C09K2211/1029;;Y10S428/917;;C07C2603/24;;C07C2603/18;;H10K85/626;;H10K85/631;;H10K85/633;;H10K50/11;;H10K85/324,C07C13/567;;C07C25/22;;C07C43/21;;C07C211/50;;C07C211/54;;C07C211/61;;C07D213/16;;C07D215/12;;C07D333/18;;H01L51/50,42869;;428/917;;313/504;;313/506
4724,US,002-093-604-060-601,2004-09-28,US 16919002 A,2002-06-28,Organic polymers and novel polymerizable compounds,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2002-06-05),11,6,C07D233/32;;C08F20/36;;C08G18/38;;C08G75/00;;C07D233/32;;C08F20/36;;C08G18/38,C07D233/32;;C08F2/00;;C08F4/00;;C08F20/36;;C08G18/38,528/423;;528/422;;528/425;;528/373;;526/217;;526/273;;546/351
4725,EP,024-980-669-145-664,2012-06-27,EP 01955670 A,2001-08-10,"HYDROCARBON COMPOUND, MATERIAL FOR ORGANIC ELECTROLUMINESCENT ELEMENT AND ORGANIC ELECTROLUMINESCENT ELEMENT",MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2004-12-01);;IDEMITSU KOSAN CO., LTD., JP (2016-03-23);;IDEMITSU KOSAN CO., LTD; JP (2016-02-12)",1,0,C07C13/567;;C07C25/22;;C07C43/21;;C07C211/50;;C07C211/54;;C07C211/61;;C07D213/06;;C07D215/12;;C07D333/18;;C09K11/06;;C09K2211/1007;;C09K2211/1011;;C09K2211/1014;;C09K2211/1029;;C09K2211/1092;;H05B33/14;;H05B33/20;;Y10S428/917;;C07C2603/18;;C07C2603/24;;H10K85/626;;H10K85/633;;H10K85/631;;H10K85/324;;H10K50/11;;C09K11/06;;H05B33/14;;C07C25/22;;C07C211/54;;C09K2211/1007;;C09K2211/1011;;C09K2211/1014;;C09K2211/1029;;Y10S428/917;;H10K85/654;;C07D213/06;;C07D215/12;;H05B33/20;;C07C13/567;;C07C25/22;;C07C43/21;;C09K2211/1014;;C07C211/50;;C09K2211/1011;;H05B33/14;;C07D333/18;;C09K2211/1092;;C07C211/61;;C07C211/54;;C09K2211/1007;;C09K11/06;;C09K2211/1029;;Y10S428/917;;C07C2603/24;;C07C2603/18;;H10K85/626;;H10K85/631;;H10K85/633;;H10K50/11;;H10K85/324,C07C13/567;;C07C25/22;;C07C43/21;;C07C211/50;;C07C211/54;;C07C211/61;;C07C215/12;;C07D213/16;;C07D215/12;;C07D333/18;;H01L51/50,
4726,US,040-154-551-493-343,2006-03-07,US 27570402 A,2002-11-08,Optical component and sulfur-containing poly(thio)ester (co)polymer,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2002-10-31),2,2,G02B1/04;;C08G63/6886;;C08G75/26;;C08L81/00;;G02B1/04;;C08G63/6886;;C08G75/26;;C08L81/00,B29D11/00;;C08G63/688;;C08G75/26;;C08L81/00;;G02B1/04,264/1.1;;528/377;;528/390;;528/391;;528/364;;528/365;;427/162
4727,US,095-887-062-969-025,2013-11-28,US 201313892859 A,2013-05-13,"POLARIZING DIFFUSER FILM, METHOD FOR PRODUCING POLARIZING DIFFUSER FILM, AND LIQUID CRYSTAL DISPLAY DEVICE COMPRISING POLARIZING DIFFUSER FILM",MITSUI CHEMICALS INC,,0,0,G02F1/13362;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133536;;G02F2201/50;;G02B5/30;;G02B5/02;;G02F1/1335;;G02B5/3083;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00788;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133528;;G02F1/133536;;G02F1/13362;;G02F2201/50,G02B5/30;;B29D11/00;;G02F1/1335,349/64;;359/489.11;;264/1.34
4728,EP,110-258-641-080-415,2022-03-23,EP 16773099 A,2016-03-31,"POLYMERIZABLE MONOMER FOR DENTAL MATERIALS, COMPOSITION, ADHESIVE DENTAL MATERIAL, AND KIT",MITSUI CHEMICALS INC;;SUN MEDICAL CO LTD,,2,0,C08L35/02;;A61K6/30;;A61K6/62;;A61K6/00;;A61K6/30;;A61K6/887;;A61K6/30;;A61K6/00;;A61K6/62;;A61K6/887;;C07C271/20;;C07C2602/42,A61K6/30;;A61K6/62;;A61K6/887,
4729,US,146-389-092-695-885,2005-08-16,US 11024102 A,2002-04-10,"Hydrocarbon compounds, materials for organic electroluminescent elements and organic electroluminescent elements",MITSUI CHEMICALS INC,IDEMITSU KOSAN CO. LTD (2016-01-28);;MITSUI CHEMICALS INC (2002-03-18),2,32,C07C13/567;;C07C25/22;;C07C43/21;;C07C211/50;;C07C211/54;;C07C211/61;;C07D213/06;;C07D215/12;;C07D333/18;;C09K11/06;;C09K2211/1007;;C09K2211/1011;;C09K2211/1014;;C09K2211/1029;;C09K2211/1092;;H05B33/14;;H05B33/20;;Y10S428/917;;C07C2603/18;;C07C2603/24;;H10K85/626;;H10K85/633;;H10K85/631;;H10K85/324;;H10K50/11;;C09K11/06;;H05B33/14;;C07C25/22;;C07C211/54;;C09K2211/1007;;C09K2211/1011;;C09K2211/1014;;C09K2211/1029;;Y10S428/917;;H10K85/654;;C07D213/06;;C07D215/12;;H05B33/20;;C07C13/567;;C07C25/22;;C07C43/21;;C09K2211/1014;;C07C211/50;;C09K2211/1011;;H05B33/14;;C07D333/18;;C09K2211/1092;;C07C211/61;;C07C211/54;;C09K2211/1007;;C09K11/06;;C09K2211/1029;;Y10S428/917;;C07C2603/24;;C07C2603/18;;H10K85/626;;H10K85/631;;H10K85/633;;H10K50/11;;H10K85/324,C07C13/567;;C07C25/22;;C07C43/21;;C07C211/50;;C07C211/54;;C07C211/61;;C07D213/16;;C07D215/12;;C07D333/18;;H01L51/50,428/690;;428/704;;428/917;;313/504;;313/506;;252/301.16;;252/301.35;;257/40;;257/103;;564/426;;564/427;;564/431;;564/433;;564/434;;585/19;;585/25;;585/26
4730,EP,154-511-423-243-207,2012-06-20,EP 12150750 A,2009-07-03,"Polarizing diffuser film, method for producing polarizing diffuser film, and liquid crystal display device comprising polarizing diffuser film",MITSUI CHEMICALS INC,,16,0,G02F1/13362;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133536;;G02F2201/50;;G02B5/30;;G02B5/02;;G02F1/1335;;G02B5/3083;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00788;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133528;;G02F1/133536;;G02F1/13362;;G02F2201/50,G02F1/13357;;G02B5/02;;G02B5/30;;G02F1/1335,
4731,EP,196-706-654-949-120,2003-01-29,EP 02702868 A,2002-03-11,OPTICAL PARTS AND SULFUR-CONTAINING POLY(THIO)ESTER (CO)POLYMER,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2008-12-17)",0,4,G02B1/04;;C08G63/6886;;C08G75/26;;C08L81/00,C08G63/688;;C08G75/26;;C08L81/00;;G02B1/04,
4732,US,007-426-997-079-913,2017-04-20,US 201715397241 A,2017-01-03,"MUTANT XYLANASE, MANUFACTURING METHOD AND USE THEREFOR, AND METHOD FOR MANUFACTURING SACCHARIFIED LIGNOCELLULOSE",MITSUI CHEMICALS INC;;MEIJI SEIKA PHARMA CO LTD,MITSUI CHEMICALS INC (2022-09-14),0,0,A21D8/042;;C11D3/38636;;C12N9/2482;;C12P19/02;;C12P19/14;;C12Y302/01008;;D21C9/1005;;C11D3/38636;;C12N9/248;;A21D8/042;;C13K1/02;;C13K13/002;;A23K20/189;;C12Y302/01008;;C12Y302/01004;;C12Y302/01021;;C12P19/02;;C12N9/2482;;C12P19/14;;Y02E50/10;;C12Y302/01008;;C12Y302/01004;;C12Y302/01021;;C13K1/02;;C13K13/002;;A21D8/042;;A23K20/189;;C11D3/38636;;C12N9/248;;Y02E50/10;;C12P19/14;;C12P19/02;;Y02P20/52;;C12N9/2482,C12N9/24;;A21D8/04;;A23K20/189;;C11D3/386;;C12P19/02;;C12P19/14;;D06L4/40,
4733,US,131-898-025-209-243,2011-03-03,US 89407210 A,2010-09-29,"POLARIZING DIFFUSER FILM, METHOD FOR PRODUCING POLARIZING DIFFUSER FILM, AND LIQUID CRYSTAL DISPLAY DEVICE COMPRISING POLARIZING DIFFUSER FILM",MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2010-10-12),10,21,G02F1/13362;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133536;;G02F2201/50;;G02B5/30;;G02B5/02;;G02F1/1335;;G02B5/3083;;B29C55/04;;B29D11/00326;;B29D11/00644;;B29D11/00788;;B29D11/00798;;B29K2067/003;;G02B3/0056;;G02B5/02;;G02B5/3033;;G02B6/0051;;G02B6/0056;;G02F1/133528;;G02F1/133536;;G02F1/13362;;G02F2201/50,G02F1/1335;;B29C55/02;;G02B5/30,349/96;;359/489.11;;264/1.34
4734,US,112-434-672-827-596,2018-09-25,US 201515114232 A,2015-02-05,Polymerizable composition for optical material and optical material,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2016-04-25),28,8,C08G18/722;;C08G18/092;;C08G18/244;;C08G18/3876;;C08G18/725;;C08G18/73;;C08G18/758;;C08G18/792;;G02B1/041;;C08G18/73;;C08G18/168;;C08G18/244;;C08G18/3876;;C08G18/722;;C08G18/758;;C08K5/37;;C08L75/04;;G02B1/041;;G02C7/02;;C08G18/722;;B29C45/0001;;B29C45/0053;;B29D11/00009;;B29L2011/0016;;C08G18/092;;C08G18/244;;C08G18/3876;;C08G18/725;;C08G18/73;;C08G18/755;;C08G18/758;;C08G18/792;;C08J5/00;;C08J2375/04;;G02B1/041,C08G18/72;;B29C45/00;;B29D11/00;;B29L11/00;;C08G18/24;;C08G18/38;;C08G18/73;;C08G18/75;;C08J5/00;;G02B1/04,
4735,US,030-247-050-174-176,2001-02-06,US 83631697 A,1997-05-12,Adhesive ethylene copolymer resin compositions and laminates using the same,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (1996-09-26),8,37,B32B7/12;;B29K2027/08;;B32B27/08;;C08F210/16;;C08F255/00;;C08F255/02;;C08L2666/02;;C09J151/06;;Y10T428/2891;;Y10T428/31692;;Y10T428/31743;;Y10T428/31746;;Y10T428/31797;;Y10T428/31909;;Y10T428/31913;;Y10T428/31928;;C08L23/08;;B32B27/32;;C08L51/06;;C09J151/06;;B32B7/12;;B29K2027/08;;B32B27/08;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/36;;B32B27/365;;C08F210/16;;C08F255/00;;C08F255/02;;C08L2666/02;;C09J151/06;;Y10T428/2891;;Y10T428/31692;;Y10T428/31743;;Y10T428/31746;;Y10T428/31797;;Y10T428/31909;;Y10T428/31913;;Y10T428/31928,B32B7/12;;B32B27/08;;C08F4/64;;C08F210/16;;C08F255/00;;C08F255/02;;C09J151/06,428355AC;;428/461;;428/475.8;;428/483;;428/515;;428/520;;525/70;;525/78;;525/246
