"#",Lens ID,Title,Applicants
3061,069-058-107-798-928,"METHOD FOR PRODUCING PURIFIED LIQUID HAVING INCREASED PURITY OF SEPARATION TARGET SUBSTANCE, AND PURIFICATION KIT FOR PURIFYING SEPARATION TARGET SUBSTANCE",AIST;;VALQUA LTD
3062,141-618-183-230-746,"METHODS, SYSTEMS, DEVICES AND KITS FOR FORMULATING STRUCTURAL ADHESIVES",3M INNOVATIVE PROPERTIES COMPANY
3063,079-538-768-899-473,SYSTEMS AND DEVICES FOR DELIVERING FLUIDS TO THE EYE AND METHODS OF USE,EYENOVIA INC
3064,116-668-378-001-985,Method for manufacturing a composite electric power cable,NEXANS
3065,084-154-308-173-565,Insulin bottle insulator and protection device,CREEK GRACE;;CREEK BARRETT SHANTIA
3066,077-858-391-978-867,"WAVEGUIDE ANTENNA ASSEMBLY, RADAR, TERMINAL, AND PREPARATION METHOD FOR WAVEGUIDE ANTENNA ASSEMBLY",HUAWEI TECH CO LTD
3067,084-822-902-711-646,OLEFIN-BASED INTERPOLYMERS AND TACKIFIER COMPOSITIONS,DOW GLOBAL TECH LLC
3068,101-857-623-866-471,FLEXIBLE DISPLAY AND FOLDABLE DEVICE,HUAWEI TECH CO LTD
3069,118-467-525-106-085,OCCLUSIVE IMPLANT SYSTEM,BOSTON SCIENT SCIMED INC;;BOSTON SCIENTIFIC MEDICAL DEVICE LIMITED
3070,188-203-484-364-802,"SEPARATOR, SECONDARY BATTERY, AND ELECTRICAL APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
3071,047-806-188-759-906,HERBICIDE COMPOSITION,UPL CORPORATION LTD;;UPL EUROPE LTD
3072,000-713-491-663-108,"LIQUID DISPERSION COMPOSITIONS, USES AND METHOD OF MAKING THE SAME",CHASE CORP
3073,095-749-542-888-667,UTV INJECTED GLASS WINDSHIELD FRAME AND LATCHING SYSTEM,SPORTECH LLC
3074,166-001-245-981-471,DEVICES AND METHODS FOR INDUCING ABLATION IN OR AROUND OCCLUDED IMPLANTS,BOSTON SCIENT SCIMED INC
3075,189-785-792-290-103,MULTILAYER FILM,IRPLAST SPA
3076,027-973-200-542-703,"Panel, in Particular a Floor Panel or a Wall Panel",I4F LICENSING NV
3077,126-617-811-362-136,"Liquid Dispersion Compositions, Uses and Method of Making the Same",CHASE CORP
3078,062-045-496-360-462,DUAL CURE ADHESIVE COMPOSITION,MOMENTIVE PERFORMANCE MAT INC
3079,144-053-656-047-823,METHODS OF ORTHODONTIC TREATMENT USING LOCALIZED ENERGY,ALIGN TECHNOLOGY INC
3080,078-800-456-811-449,"Organic-inorganic hybrid complex and coating composition comprising same, separator, secondary battery, battery module, battery pack and power consuming device",CONTEMPORARY AMPEREX TECH HONG KONG LIMITED
3081,116-672-227-746-471,Vacuum-releasing sterilant pod,AMERICAN STERILIZER CO
3082,134-596-931-935-103,THERMOPLASTIC ELASTOMER COMPOSITION AND METHOD FOR PRODUCING THERMOPLASTIC ELASTOMER COMPOSITION,MITSUI CHEMICALS INC
3083,125-326-154-168-723,LITHIUM ION SECONDARY BATTERY,PANASONIC IP MAN CO LTD
3084,142-175-310-875-43X,"POSITIVE ELECTRODE MATERIAL, ELECTROCHEMICAL APPARATUS COMPRISING SAME, AND ELECTRONIC APPARATUS",NINGDE AMPEREX TECHNOLOGY LTD
3085,060-234-995-347-000,OCCLUSIVE IMPLANT SYSTEM,BOSTON SCIENT SCIMED INC;;BOSTON SCIENTIFIC MEDICAL DEVICE LIMITED
3086,031-043-656-599-744,SEPARATOR FOR ELECTROCHEMICAL DEVICE AND ELECTROCHEMICAL DEVICE COMPRISING SAME,LG ENERGY SOLUTION LTD
3087,175-203-806-363-211,HOT MELT PRESSURE-SENSITIVE ADHESIVE,BOSTIK SA
3088,085-440-145-917-710,OSTOMY APPLIANCE,CONVATEC LTD
3089,178-679-680-258-565,MODULAR DECORATIVE ELEMENT AND SET OF MODULAR DECORATIVE ELEMENTS,SLAMP S P A
3090,049-672-036-587-078,METHOD FOR MANUFACTURING A COMPOSITE ELECTRIC POWER CABLE,NEXANS
3091,148-523-029-986-863,Self cleaning ion generator device,GLOBAL PLASMA SOLUTIONS INC
3092,073-245-796-346-035,SECONDARY BATTERY,"Samsung SDI Co., Ltd"
3093,125-345-177-856-055,BATTERY MODULE,SAMSUNG SDI CO LTD
3094,051-078-944-434-501,"METHOD FOR MANUFACTURING A GLAZED UNIT INCLUDING A BASE INTENDED FOR A MOTOR VEHICLE DRIVER ASSISTANCE SYSTEM, BASE AND GLAZED UNIT",SAINT GOBAIN
3095,166-627-388-939-881,Systems and methods for analyte testing and laboratory oversight,LABRADOR DIAGNOSTICS LLC
3096,064-408-430-606-071,SPORTS FLOORING IN TILE OR PLANK FORM,GERFLOR
3097,022-951-057-590-032,Circuit board and method for manufacturing the same,"Avary Holding (Shenzhen) Co., Limited.;;HongQiSheng Precision Electronics (QinHuangDao) Co., Ltd.;;GARUDA TECHNOLOGY CO., LTD."
3098,054-596-271-473-424,TRE assemble permanent column formwork and manufacturing method thereof,CHINA UNIVERSITY OF MINING AND TECHNOLOGY
3099,107-937-650-884-34X,GAS BARRIER FILM AND PACKAGING MATERIAL,DAINIPPON INK & CHEMICALS
3100,067-415-474-563-725,"METHOD OF SEPARATING SINGLE STRANDED RNA MOLECULES FROM OTHER NUCLEIC ACID SPECIES, USE OF SOLID PHASE THEREFOR, AND METHOD OF SEPARATING DOUBLE STRANDED RNA MOLECULES BY SIZE",Sartorius BIA Separations d.o.o.
3101,018-456-377-145-912,Synergists for Hyperbranched Polyol Polymer Processing Additives,3M INNOVATIVE PROPERTIES COMPANY
3102,157-793-392-477-939,Antimicrobial layered material,FRAUNHOFER GES FORSCHUNG;;BIO GATE AG
3103,151-963-756-577-190,GREASE COMPOSITION,KYODO YUSHI
3104,027-828-777-873-530,Development of amyloglucosidase as a medicinal food or dietary supplement,BAYLOR COLLEGE MEDICINE
3105,009-157-277-565-147,KICKSTAND FOR BICYCLES,IP CAPITAL FUND S C A
3106,060-460-399-003-282,SCREW CAP WITH TAMPER-EVIDENT BAND,TOYO SEIKAN GROUP HOLDINGS LTD;;NIPPON CLOSURES CO LTD
3107,006-897-976-486-08X,Stranded cable subunits with a central member for a bundled cable,CORNING RES & DEVELOPMENT CORPORATION
3108,138-737-442-720-955,INHALATION DEVICE SYSTEM,INVOX BELGIUM NV
3109,112-854-631-949-125,Propylene Ethylene Random Copolymer Having Low Hexane Extractable and Xylene Soluble,"Formosa Plastics Corporation, U.S.A."
3110,023-673-771-348-322,COLD STORAGE DEVICE,B MEDICAL SYSTEMS SARL
3111,175-346-780-329-725,METHOD FOR MANUFACTURING A COMPOSITE ELECTRIC POWER CABLE,NEXANS
3112,104-505-977-380-807,RAZOR HANDLE WITH A PIVOTING PORTION,GILLETTE CO LLC
3113,127-948-449-964-785,DOG COLLAR LEASH ATTACHMENT,RAPOSA RICK
3114,073-137-347-778-600,"POUCH-TYPE BATTERY CELL SEALING DEVICE COMPRISING PAIR OF SEALING ROLLERS, SEALING METHOD USING SAME, AND POUCH-TYPE BATTERY CELL MANUFACTURED USING SAME",LG ENERGY SOLUTION LTD
3115,187-429-050-199-26X,LEVEL INSTRUMENT FLOAT DEVICE AND PROCESS FOR MANUFACTURING A LEVEL INSTRUMENT FLOAT DEVICE,HOLLIDAY FRED
3116,135-638-192-273-191,Pouch-Shaped Battery Cell with Improved Safety and Battery Module Including the Same,LG ENERGY SOLUTION LTD
3117,068-468-366-888-376,"CURABLE COMPOSITION, FILM FORMING METHOD AND ARTICLE MANUFACTURING METHOD",CANON KK
3118,166-550-295-923-984,POSITIVE ELECTRODE MATERIAL FOR LITHIUM-ION BATTERIES,TECHTRONIC CORDLESS GP
3119,128-946-172-528-856,ORIENTED FILMS INCLUDING POLYETHYLENE,DOW GLOBAL TECHNOLOGIES LLC
3120,002-409-611-444-812,SECONDARY BATTERY,SAMSUNG SDI CO LTD
3121,144-621-321-784-98X,"MONOMER, POLYMER, COMPENSATION FILM, OPTICAL FILM, AND DISPLAY DEVICE",SAMSUNG ELECTRONICS CO LTD
3122,197-472-972-288-919,Capacitor with multiple elements for multiple replacement applications,AMRAD MFG LLC
3123,041-053-807-396-007,METHODS OF MAKING EXTENSIBLE BARRIER FILMS,3M INNOVATIVE PROPERTIES COMPANY
3124,196-665-787-966-313,PHOTOCURABLE SILICONE COMPOSITION AND CURED PRODUCT THEREOF,DOW SILICONES CORP;;DOW TORAY CO LTD
3125,077-232-940-956-237,3-D printed semi-crystalline and amorphous polymer articles,ARKEMA FRANCE
3126,017-857-192-082-477,ADMINISTRATION DEVICE,TERUMO CORP
3127,042-412-076-755-608,A MOUNTING SYSTEM FOR ARTWORK,ARTGEIST SP Z O O
3128,125-851-375-726-069,INNATE IMMUNOMODULATORY EFFECT OF GINSENG BERRY POLYSACCHARIDES IN IMMUNOCOMPROMISED CONDITIONS,GANGNEUNG WONJU NATIONAL UNIV INDUSTRY ACADEMY COOPERATION GROUP
3129,063-521-946-028-944,RECIPROCATING COMPRESSOR LUBRICANTS,LUBRIZOL CORP
3130,069-904-578-821-354,METHODS FOR THE SYNTHESIS OF NANOSHEET MEMBRANES,"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM;;KUMAR, Manish;;VOGLER, Ronald Justin;;BUJANOS, Dominic Diego;;KIMBALL, Katherine Elizabeth;;RAMAN, Fnu"
3131,006-227-475-759-614,"REINFORCED COMPOSITE MEMBRANE, AND MEMBRANE-ELECTRODE ASSEMBLY AND FUEL CELL WHICH COMPRISE SAME",KOLON INC
3132,068-259-688-065-451,Nonaqueous electrolyte secondary battery,SANYO ELECTRIC CO
3133,025-785-457-328-170,METHOD OF MANUFACTURE OF ANTIPERSPIRANT SALTS,UNILEVER IP HOLDINGS B V;;UNILEVER GLOBAL IP LTD
3134,076-949-757-456-519,CATALYTIC AROMATIZATION OF PYROLYSIS VAPORS,BIOBTX B V
3135,154-700-653-894-69X,COMPOSITIONS FOR RESPIRATORY DELIVERY OF ACTIVE AGENTS AND ASSOCIATED METHODS AND SYSTEMS,PEARL THERAPEUTICS INC
3136,123-225-399-743-938,"ABA TRIBLOCK POLYMER, COMPOSITION, SURFACE TREATMENT AGENT, ARTICLE, AND METHOD FOR MANUFACTURING ARTICLE",AGC INC
3137,021-611-449-615-828,CATHODE MATERIAL OF LITHIUM ION BATTERY,TECHTRONIC CORDLESS GP
3138,020-214-805-052-318,HUMIDIFIER FOR FUEL CELL AND METHOD FOR MANUFACTURING SAME,KOLON INC
3139,102-991-644-198-584,SECONDARY BATTERY BINDER COMPOSITION AND SECONDARY BATTERY ELECTRODE MIXTURE COMPRISING SAME,LG CHEMICAL LTD
3140,124-862-028-171-06X,Solubility enhancing composition,ITI TECHNOLGIES INC;;ITI TECH INC
3141,100-864-493-914-373,"COMPOSITE ELECTROLYTE, METHOD FOR PREPARING SAME, AND LITHIUM SECONDARY BATTERY COMPRISING SAME",LG ENERGY SOLUTION LTD
3142,026-634-277-398-241,ELECTROLYTE AND ELECTROCHEMICAL DEVICE INCLUDING THE SAME,NINGDE AMPEREX TECHNOLOGY LTD
3143,022-299-250-429-641,Sanitary fitting,WILMARC HOLDINGS LLC
3144,039-236-426-869-093,PARTICLE ACOUSTIC DAMPER POUCH,AUTONEUM MAN AG
3145,154-554-261-867-921,FUNCTIONAL LAYER REMOVAL METHOD AND FUNCTIONAL LAYER REMOVAL DEVICE,NITTO DENKO CORP
3146,110-607-224-886-306,"Secondary battery, method for manufacturing secondary battery, electronic device, and electric tool",MURATA MANUFACTURING CO
3147,014-146-205-639-482,"Yarn, method and apparatus for producing yarn and products formed therefrom",TMC Limited
3148,020-449-559-988-239,MIXED RECYCLED POLYOLEFIN RESIN COMPOSITION COMPRISING RECYCLED POLYOLEFIN RESIN RECOVERED FROM WASTE SEPARATOR AND RECYCLED PRODUCT USING THE SAME,SK INNOVATION CO LTD;;SK IE TECH CO LTD
3149,084-146-116-271-128,Tint film and associated methods,BLUME BRANDON L
3150,051-873-135-615-321,A METHOD OF MODIFYING CELLULOSE FIBRES AND/OR CELLULOSE FABRIC,UEA ENTERPRISES LTD
3151,028-849-701-794-413,CONTROLLED DEPLOYABLE MEDICAL DEVICE,GORE & ASS
3152,016-283-180-162-123,Support plate and voltage detection line module,SANYO ELECTRIC CO
3153,118-500-313-745-936,PREPARATION METHOD OF LITHIUM CARBONATE SUSPENSION,TECHTRONIC CORDLESS GP
3154,130-276-201-208-088,ORIENTED FILMS INCLUDING POLYETHYLENE,DOW GLOBAL TECHNOLOGIES LLC
3155,095-145-015-232-204,"COMPOSITIONS COMPRISING 2,3,3,3-TETRAFLUOROPROPENE, 1,1,2,3-TETRA-CHLOROPROPENE, 2-CHLORO-3,3,3-TRIFLUOROPROPENE, OR 2-CHLORO-1,1,1,2-TETRAFLUOROPROPANE",CHEMOURS CO FC LLC
3156,047-047-332-084-321,Pharmaceutical compositions,SHENZHEN PHARMACIN CO LTD
3157,030-145-061-148-590,APPARATUS FOR AN ARTIFICIAL REEF AND METHOD,ARC MARINE LTD
3158,180-081-850-546-566,"DENTAL RESTORATION MOLDS, KIT AND METHOD",SOLVENTUM INTELLECTUAL PROPERTIES COMPANY
3159,090-185-418-092-976,Medical device,TERUMO CORP
3160,112-119-142-459-191,AQUEOUS LIGHT DUTY LIQUID DETERGENT FORMULATION,DOW SILICONES CORP
3161,008-667-551-292-203,POLISHING SLURRY COMPOSITION AND METHOD OF MANUFACTURING INTEGRATED CIRCUIT DEVICE USING THE SAME,"Samsung Electronics Co., Ltd."
3162,152-891-607-086-01X,Stretching apparatus for manufacturing separator and method of manufacturing separator using the same,W SCOPE KOREA CO LTD;;W SCOPE CHUNGJU PLANT CO LTD
3163,011-002-017-872-55X,PVC INFUSED COMPOSITE PRODUCTS,CONTINUUS MAT INTELLECTUAL PROPERTY LLC
3164,135-491-834-286-08X,ELECTROLYTE AND ELECTROCHEMICAL DEVICE INCLUDING THE SAME,NINGDE AMPEREX TECHNOLOGY LTD
3165,168-867-767-060-450,ELECTROLYTE AND ELECTROCHEMICAL DEVICE,NINGDE AMPEREX TECH LIMITED
3166,170-913-820-124-14X,METHOD FOR PRODUCING PVC INFUSED COMPOSITE PRODUCTS AS WELL AS CORRESPONDING PRODUCT AND SYSTEM,CONTINUUS MAT INTELLECTUAL PROPERTY LLC
3167,185-834-871-136-326,ELECTROLYTE AND ELECTROCHEMICAL DEVICE,NINGDE AMPEREX TECH LIMITED
3168,080-914-263-356-045,Nonaqueous secondary battery,SEMICONDUCTOR ENERGY LAB
3169,117-571-743-861-058,BARRIER LAMINATE AND PACKAGING BAG,OJI HOLDINGS CORP
3170,065-539-040-753-021,METHOD AND DEVICE FOR PRODUCING A PARTICLE FOAM PART AND A METHOD FOR CALIBRATING THE PRODUCTION PROCESS,ADIDAS AG
3171,125-024-208-976-846,ELECTROLYTE AND ELECTROCHEMICAL DEVICE,NINGDE AMPEREX TECH LIMITED
3172,002-521-274-422-021,Apparatus for use in a respiratory support system,FISHER & PAYKEL HEALTHCARE LTD
3173,109-232-431-443-66X,WATER-BASED INKJET INK AND METHOD FOR PRODUCING INKJET PRINTED MATERIAL,ARTIENCE CO LTD;;TOYOCOLOR CO LTD
3174,053-065-927-283-123,Method for preparing capsules comprising at least one volatile compound and capsules obtained therefrom,CALYXIA
3175,061-038-278-437-773,CURABLE COMPOSITION,SUNSTAR ENGINEERING INC
3176,164-780-557-249-266,"ULTRAVIOLET-CURABLE RESIN COMPOSITION, ADHESIVE, SEALANT, INSULATING PROTECTIVE AGENT, AND ELECTRONIC CIRCUIT BOARD",PELNOX LTD
3177,183-148-356-860-077,"CARBONACEOUS MATERIAL AND PREPARATION METHOD THEREOF, AS WELL AS SECONDARY BATTERY, AND ELECTRICAL APPARATUS CONTAINING SAME",CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED
3178,149-369-018-594-200,KNEELBOARD FOR TRANSPORTING ACROSS A SURFACE,Christopher Bucklin
3179,194-430-691-095-358,ELECTROLYTE AND ELECTROCHEMICAL DEVICE INCLUDING THE SAME,NINGDE AMPEREX TECHNOLOGY LTD
3180,044-289-859-728-026,DURABLE BOTTOM-DISPENSING CONTAINERS,PROCTER & GAMBLE
3181,143-134-371-921-650,Stretchable member and disposable wear article using stretchable member,DAIO SEISHI KK
3182,051-962-800-500-183,"COATED LITHIUM-RICH METAL OXIDE MATERIAL AND PREPARATION METHOD THEREFOR, METHOD FOR TESTING COATING LAYER IN COATED LITHIUM-RICH METAL OXIDE MATERIAL, POSITIVE ELECTRODE PLATE, BATTERY AND POWER CONSUMING DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
3183,074-161-762-669-045,ROLL,TENAX SPA
3184,167-258-348-474-245,METHOD FOR QUANTIFICATION OF THE LEVEL OF PERFORMANCE OF A HUMAN ACTIVITY DIRECTED TO MITIGATION OF ANTHROPOGENIC EFFECTS ON THE ENVIRONMENT,BIOSPHERA INC
3185,199-394-499-780-976,Capacitor with multiple elements for multiple replacement applications,AMRAD MFG LLC
3186,196-249-656-740-856,"COMPOSITION, MANUFACTURING METHOD FOR SEMICONDUCTOR ELEMENT, AND CLEANING METHOD FOR SEMICONDUCTOR SUBSTRATE",FUJIFILM CORP
3187,007-693-193-018-767,AZIDO-SUBSTITUTED HETEROAROMATIC ADDITIVES FOR PREPARING RECYCLABLE POLYMER COMPOSITIONS AND FOR UPCYCLING PLASTICS WASTES,PARIS SCIENCES ET LETTRES;;ECOLE SUPERIEURE DE PHYSIQUE ET DE CHIMIE INDUSTRIELLES DE LA VILLE DE PARIS;;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS)
3188,006-167-868-194-632,"NONAQUEOUS ELECTROLYTE ENERGY STORAGE DEVICE, DEVICE, AND METHOD FOR MANUFACTURING NONAQUEOUS ELECTROLYTE ENERGY STORAGE DEVICE",THE SCHOOL CORPORATION KANSAI UNIV;;GS YUASA INT LTD
3189,161-786-048-830-130,Aqueous dispersion of a pesticide and polymer particles containing a copolymerizable surfactant,BASF SE
3190,021-046-579-251-007,NEGATIVE ELECTRODE FOR RECHARGEABLE LITHIUM BATTERY AND RECHARGEABLE LITHIUM BATTERY INCLUDING THE SAME,"SAMSUNG SDI CO., LTD."
3191,111-984-933-669-179,SEPARATOR FOR ELECTROCHEMICAL DEVICE AND ELECTROCHEMICAL DEVICE COMPRISING SAME,LG ENERGY SOLUTION LTD
3192,106-175-011-411-015,"LAMINATE, MANUFACTURING METHOD OF SAME, DECORATIVE FILM, ARTICLE, DECORATIVE PANEL, AND DISPLAY DEVICE",FUJIFILM CORP
3193,015-160-430-343-546,SYSTEMS AND METHODS FOR RECYCLING END-OF-USE TEXTILES INTO SECOND GENERATION TEXTILES,CAO HUANTIAN;;COBB KELLY;;SHEN HONGQING;;UNIV DELAWARE
3194,038-466-110-739-150,Lighting device,SEOUL VIOSYS CO LTD
3195,145-406-038-932-742,ELECTRONIC DEVICE AND MANUFACTURING METHOD THEREOF,INNOLUX CORP
3196,126-040-539-864-490,ADHESIVE RESIN COMPOSITION,TOYOBO MC Corporation
3197,191-018-169-289-842,"EXPANDABLE MICROSPHERE AND PREPARATION THEREOF, ELECTRODE SHEET COMPRISING EXPANDABLE MICROSPHERE, AND SECONDARY BATTERY",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
3198,104-192-350-481-845,PROTECTION SLEEVE FOR REUSABLE HANDHELD INSTRUMENT,STRYKER CORP;;STRYKER EUROPEAN OPERATIONS LTD
3199,117-091-911-268-542,SYSTEM FOR MOUNTING AN ACCESSORY ON A FLOOR,VERSOFLOR LTD
3200,167-285-819-844-606,LIQUID SUPPLY ASSEMBLY,SAINT GOBAIN ABRASIVES INC;;SAINT GOBAIN ABRASIFS SA
3201,032-860-131-174-23X,CO-INJECTION MOLDING STRUCTURE,RAYSPERT PREC INDUSTRIAL INC
3202,142-352-170-181-106,Hanger storage container and method of using same,REITHINGER NEIL
3203,163-786-804-886-360,"ELECTRODE FOR LITHIUM SECONDARY BATTERY, AND LITHIUM SECONDARY BATTERY",LG CHEMICAL LTD
3204,194-782-231-292-691,"SECONDARY BATTERY AND PREPARATION METHOD THEREFOR, BATTERY MODULE, BATTERY PACK, AND ELECTRIC DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
3205,115-887-282-700-144,A CATHETER ASSEMBLY,CONVATEC LTD
3206,150-157-596-892-235,PURIFICATION OF CONCENTRATED AQUEOUS HYDROXIDE SOLUTIONS FOR ELECTROLYSIS,AIR PROD & CHEM
3207,055-147-309-212-565,Dielectric barrier plasma generator and plasma discharge starting method for dielectric barrier plasma generator,USHIO ELECTRIC INC
3208,187-618-920-544-091,LIQUID DOSING DISPENSER AND LIQUID CONTAINER COMPRISING SAID LIQUID DOSING DISPENSER,SMARTSEAL AS
3209,021-004-628-982-178,POSITIVE-ELECTRODE ACTIVE MATERIAL AND BATTERY,PANASONIC IP MAN CO LTD
3210,077-145-977-799-081,A CATHETER ASSEMBLY,CONVATEC LTD
3211,189-096-683-445-635,AEROSOL PROVISION SYSTEM,NICOVENTURES TRADING LIMITED
3212,105-250-158-311-407,NON-AQUEOUS ELECTROLYTE POWER STORAGE ELEMENT,GS YUASA INT LTD
3213,124-363-576-683-772,MULTI-LAYER NEGATIVE ELECTRODE COMPRISING NATURAL GRAPHITE AND ARTIFICIAL GRAPHITE AND LITHIUM SECONDARY BATTERY COMPRISING THE SAME,LG ENERGY SOLUTION LTD
3214,097-509-525-041-835,INTERNAL SERIES BATTERY AND ELECTRICAL DEVICE,CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED
3215,052-676-476-585-291,"COMPOSITE MATERIAL AND PREPARATION METHOD THEREFOR, ELECTRODE, SECONDARY BATTERY AND ELECTRIC DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
3216,087-452-752-993-994,INKJET INK,NIPPON KAYAKU KK
3217,148-832-729-932-099,"PHOTOCHROMIC COMPOSITION, PHOTOCHROMIC ARTICLE, AND SPECTACLES",HOYA LENS THAILAND LTD
3218,095-039-727-029-23X,MULTI-COMPARTMENT COLLAPSIBLE STORAGE CONTAINER,MALDONADO IVANA
3219,079-557-305-508-011,SHAPED ABRASIVE PARTICLES WITH A SLOPING SIDEWALL,3M INNOVATIVE PROPERTIES COMPANY
3220,108-036-683-068-734,"Compositions, comprising silver nanoplatelets",BASF SE
3221,045-233-425-896-958,OPHTHALMIC DEVICE AND OPHTHALMIC SOLUTION,JOHNSON & JOHNSON VISION CARE
3222,125-078-350-563-827,Laser-induced graphene sensors and methods of making and using same,B G NEGEV TECHNOLOGIES AND APPLICATIONS LTD AT BEN GURION UNIV;;WILLIAM MARSH RICE UNIV;;B G NEGEV TECH AND APPLICATION LTD AT BEN GURION U SUNIVERSITY STATE OR COUNTRY
3223,026-197-810-271-837,SYSTEMS AND METHOD FOR ADDITIVE MANUFACTURING OF DENTAL DEVICES USING PHOTOPOLYMER RESINS,ALIGN TECHNOLOGY INC
3224,100-273-533-480-289,"CORE MATERIAL, SKIN-CORE STRUCTURE, SPACE EQUIPMENT, FLYING BODY, AND METHOD FOR MANUFACTURING SKIN-CORE STRUCTURE",TORAY INDUSTRIES
3225,197-335-701-942-359,SEPARATOR AND SECONDARY BATTERY INCLUDING THE SAME,LG ENERGY SOLUTION LTD
3226,155-674-665-022-362,Auto detection system for cooking assistance and hair dryer with thermal detection,PIXART IMAGING INC
3227,017-454-036-619-117,"ELECTROLYTE, SODIUM-ION SECONDARY BATTERY, BATTERY MODULE, BATTERY PACK, AND ELECTRIC APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED
3228,001-945-436-490-151,"POLYMER, POSITIVE ELECTRODE MATERIAL COMPOSITION AND APPLICATION THEREOF",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
3229,078-932-764-176-963,"POSITIVE ELECTRODE MATERIAL, AND ELECTROCHEMICAL APPARATUS AND ELECTRONIC APPARATUS CONTAINING SAME",NINGDE AMPEREX TECHNOLOGY LTD
3230,116-058-038-241-677,AEROSOL PROVISION SYSTEM,NICOVENTURES TRADING LTD
3231,190-692-541-911-764,MULTI-PHASE ELECTROLYTE FILM AND METHOD OF MAKING THE SAME,SAMSUNG ELECTRONICS CO LTD;;MASSACHUSETTS INST TECHNOLOGY
3232,093-359-732-798-164,"BOARD MATERIAL, METHOD FOR MANUFACTURING SUCH BOARD MATERIAL AND DECORATIVE PANEL COMPRISING SUCH BOARD MATERIAL.",UNILIN BV
3233,011-503-977-114-102,"Protection method and device for secondary battery, secondary battery, battery module, battery pack, and electric apparatus",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
3234,133-519-279-190-722,"ACTIVE MATERIAL PARTICLES, ELECTRODE, POWER STORAGE ELEMENT AND POWER STORAGE DEVICE",GS YUASA INT LTD
3235,016-833-350-813-771,"ELECTROCHEMICAL CELLS INCLUDING SELECTIVELY PERMEABLE MEMBRANE AND SEMI-SOLID ELECTRODES, AND METHOD OF MANUFACTURING THE SAME",24M TECH INC
3236,155-546-245-435-017,UV LED sterilizing tank,SMITH CORP A O
3237,181-201-910-260-034,FLAME RETARDANT OPTICAL FIBER CABLE HAVING A FOAMED CABLE JACKET AND METHOD OF MAKING SAME,CORNING RES & DEVELOPMENT CORPORATION
3238,187-019-705-698-528,Tire tread with reduced rolling resistance,PACCAR INC
3239,034-915-055-341-283,FLAMELESS SCENTED CANDLE,LIGHTS4FUN LTD
3240,057-146-904-503-752,"LOW-INTERNAL-RESISTANCE CERAMIC-COATED SEPARATOR AND PREPARATION METHOD THEREOF, AND LITHIUM BATTERY",SINOMA LITHIUM BATTERY SEPARATOR NINGXIANG CO LTD
3241,197-064-950-512-657,Disposable absorbent article,THE PROCTER & GAMBLE COMPANY
3242,178-835-239-785-999,ELECTROWETTING AND THERMOELECTRICS ASSISTED TWO PHASE COOLING OF POWER ELECTRONICS USING INTEGRATED COOLING,HAMILTON SUNDSTRAND CORP
3243,173-733-063-878-710,THERMAL-RESISTANT SHOE COMPONENTS,BLUSOL INC
3244,130-983-405-084-77X,Method for producing foam particles made of thermoplastic elastomers with polyamide segments,BASF SE
3245,051-711-316-361-218,PACKAGING SYSTEM FOR STORAGE OF AN OPTHALMIC DEVICE,BAUSCH & LOMB IRELAND LTD
3246,105-317-333-039-484,ELECTROWETTING AND THERMOELECTRICS ASSISTED TWO PHASE COOLING OF POWER ELECTRONICS USING INTEGRATED COOLING,HAMILTON SUNDSTRAND CORP
